"Player","True_Alpha","OLS","Ridge","OLS_Error","Ridge_Error"
"Roland",6.21172793404556,5.15478779977035,1.77186352002542,1.0569401342752,4.43986441402014
"Handsome.Jack",1.15276921333072,3.15345279306694,2.47036218300499,2.00068357973623,1.31759296967428
"Lilith",3.25354427333544,2.61741042573165,0.865308007353632,0.636133847603793,2.38823626598181
"Arthur.Morgan",0.546401752750504,-0.883830840670442,0.60592549145472,1.43023259342095,0.0595237387042152
"John.Marston",1.26952383166499,0.933715859340204,0.419201682583123,0.335807972324785,0.850322149081866
"Anthony.Edwards",-2.88763893103464,-2.72301270488241,1.79672245560303,0.164626226152226,4.68436138663767
"Lamelo.Ball",0.83409903495681,-1.83094657997307,-2.08634012714275,2.66504561492988,2.92043916209956
"Clap.Trap",-0.625151335752571,-0.410466037874933,-0.181248552702673,0.214685297877637,0.443902783049898
"Rudy.Gobert",-3.04599901438905,2.56946377523388,2.47937705992073,5.61546278962293,5.52537607430978
"Ben",-2.40153220112409,-3.19126067265388,-1.45598261032204,0.78972847152979,0.945549590802057
"Jansen",3.69196073245732,2.61741042573168,0.848419668021798,1.07455030672564,2.84354106443552
"Matt",-5.9036713329706,-11.9105140633996,-1.40996651936648,6.00684273042904,4.49370481360412
"George.Lombard.Jr.",1.97403376681351,3.76737422085788,0.438474982656533,1.79334045404436,1.53555878415698
"Ben.Rice",-5.20050050115904,-8.59797476392703,-0.768655192371756,3.39747426276799,4.43184530878728
"Dailey",-0.290955270870473,-1.66490506372297,-1.19410169952385,1.3739497928525,0.903146428653379
"Darius.Garland",-1.31979441136895,-1.13435651298436,0.197461101083292,0.18543789838459,1.51725551245224
"Brook.Lopez",-3.99841314721117,-4.07610534627466,-0.830068261651265,0.0776921990634944,3.1683448855599
"Kris.Dunn",4.41154649754413,4.13482429291701,2.80084888042059,0.276722204627119,1.61069761712354
"Rui.Hachimura",-3.70636586742584,-5.49187898026213,-1.51502941775194,1.78551311283629,2.1913364496739
"Nathan.Drake",-1.49766289718264,-2.92154971961934,-0.83922009417652,1.4238868224367,0.658442803006116
"Victor.Sullivan",-5.58180348251465,-3.82703019550093,-1.10491679687775,1.75477328701372,4.4768866856369
"Free.Sample.Costco.Employee",6.75562099918623,8.94720243000045,5.52155927275692,2.19158143081422,1.23406172642932
"Bradley.Beal",-1.84647959455145,-0.824561042670678,-0.618146443732452,1.02191855188077,1.22833315081899
"Mystery.Girl",12.2213148992674,5.01516785757822,3.60797441722453,7.20614704168921,8.61334048204289
"Nick",0.460697743138303,0.0853353193133559,-0.650724975935953,0.375362423824947,1.11142271907426
"Jared",9.25862187356246,10.2596092627521,5.67421890523012,1.00098738918966,3.58440296833234
"Dylan",4.69892681612333,5.20252348461418,2.01040665456506,0.503596668490854,2.68852016155826
"Master.Chief",-1.16887572698023,-1.1603883815037,-1.20064651562378,0.00848734547652175,0.0317707886435517
"Sarah",6.93479411351805,8.94720243000045,5.52052517649725,2.0124083164824,1.4142689370208
"Eli",1.15712667041536,2.17741761711938,1.01668747048125,1.02029094670402,0.14043919993411
"Mylee",0.287537522083919,0.74082489276167,0.574331854319813,0.45328737067775,0.286794332235894
"Yoshi",5.429307222237,5.66002254698642,1.33473783897233,0.230715324749422,4.09456938326467
"Triple.Decker",-4.73444394852718,-7.03664861561754,-2.1685038542177,2.30220466709035,2.56594009430948
"Octane",-2.32788606044156,-3.79835067715752,-1.86863800886923,1.47046461671596,0.459248051572332
"Fennec",-2.53121852390308,-3.07761508782922,-0.833280860791215,0.546396563926135,1.69793766311187
"Dominus",-1.67425108522548,-3.17446767284365,-2.1756398476237,1.50021658761817,0.501388762398224
"Mario",-3.98930304929827,-3.23484860432575,-1.93650666298394,0.75445444497252,2.05279638631432
"Luigi",5.52363507335333,4.48267863477969,1.0652110899216,1.04095643857364,4.45842398343173
"Blue.Toad",1.79640231454636,3.50034244861939,0.22845261846138,1.70394013407304,1.56794969608498
"Ore.Port",3.24883975308629,2.60458175838197,0.776606917017089,0.644257994704322,2.4722328360692
"Wes",-6.05667321710179,-5.86985411789896,-1.51341324759073,0.186819099202829,4.54325996951106
"Pyro",4.18489735670061,2.60458175838196,0.761639478974498,1.58031559831865,3.42325787772611
"Bobby",0.617219644609129,0.592528375571141,-0.263270574629568,0.0246912690379881,0.880490219238697
"Alec",-2.08428882943421,-2.32164378174538,-2.05868808632886,0.237354952311163,0.0256007431053504
"Nate",0.252666011208309,2.39188681583605,0.0384529088910713,2.13922080462774,0.214213102317238
"Narwhal",2.66383704191108,5.00600533096287,0.791968491534314,2.3421682890518,1.87186855037676
"Mr..Locksmith",-4.89093489207268,-7.47177514632629,-1.15203057075272,2.58084025425361,3.73890432131996
"Defender",1.71328691043207,-8.92534160846923,-1.76060190353704,10.6386285189013,3.47388881396911
"Goalie",-0.185944115254032,2.75430665629341,-0.15423935177506,2.94025077154744,0.0317047634789725
"Attacker",-3.28085097422337,-7.04266763052248,-4.78593393077327,3.76181665629911,1.5050829565499
"Centerback",5.318904330635,0.0639290188687896,1.09092723144087,5.25497531176621,4.22797709919413
"Right.Wing",5.34810070743944,7.46336906424148,2.46028647461966,2.11526835680204,2.88781423281978
"Left.Wing",1.96461936244051,4.16934469053047,2.80420843533086,2.20472532808996,0.839589072890354
"Messi",4.22527053802723,0.0639290188687883,1.11086081458615,4.16134151915844,3.11440972344108
"Nathan",-1.95861593388899,0.0273964358838662,-1.07546889979228,1.98601236977286,0.883147034096708
"Nathaniel",-3.70793192842549,-4.88915323252712,-2.99392857363555,1.18122130410164,0.71400335478994
"Big.Nate",0.344965809883708,1.99668985622492,0.943872284765288,1.65172404634122,0.59890647488158
"Kareem",7.66455338728472,10.8304196137075,2.58975381051398,3.1658662264228,5.07479957677075
"Captain.Hook",-5.41799330603452,-4.52387901912558,-0.147278038347215,0.894114286908933,5.2707152676873
"Jaxsyn",-3.01371139916279,-5.47902337618231,-1.55940600262822,2.46531197701952,1.45430539653457
"Demar.Defrozen",-1.94845510281257,-1.61615664537497,-0.0811684473155848,0.332298457437604,1.86728665549699
"Zach.Lavine",1.76279539754691,0.49035163432466,0.661357394804937,1.27244376322225,1.10143800274197
"Russ",-1.93608691735523,-3.28701560364517,-1.88124709665908,1.35092868628994,0.0548398206961564
"Keegan.Murray",-0.245833844580164,0.579325838428427,-0.532217081230762,0.825159683008591,0.286383236650597
"Trey.Lyles",-2.05369280753584,-1.1673521045091,-0.0498605417685627,0.886340703026739,2.00383226576727
"Mike.Brown.s.shadow",0.342637055857518,-0.264953871006707,-0.529445942970633,0.607590926864225,0.872082998828151
"Sabonis",3.77894767080919,3.06059367667266,0.563185722100672,0.718353994136534,3.21576194870852
"Deaaron.Fox",-6.9391344430887,-9.44024287783955,-1.63480468878523,2.50110843475085,5.30432975430347
"Shohei.Ohtani",-1.32419214666375,-1.77970630182329,-1.37511939265291,0.455514155159545,0.0509272459891634
"Freddie.Freeman",9.59521157709783,10.1247414807116,3.92598848762856,0.529529903613778,5.66922308946927
"Mookie.Betts",5.48017482208506,5.16415826268033,2.70172030530339,0.316016559404727,2.77845451678167
"Blake.Snell",-4.34827090244823,-3.64842273566142,-0.694712186669606,0.699848166786811,3.65355871577862
"Clayton.Kershaw",4.7090396335644,3.80332363614247,1.73724800287911,0.905715997421932,2.9717916306853
"Andy.Pages",3.9165817377285,3.80332363614248,1.72927804202911,0.113258101586021,2.18730369569939
"Anna",-4.73687363346723,-5.32362024020441,-2.15461234455079,0.586746606737183,2.58226128891644
"Kelp",5.54455103061693,3.5213752243268,0.631242936314945,2.02317580629013,4.91330809430198
"Brooklyn",2.56952891693709,1.91744568221354,1.52781713809191,0.652083234723548,1.04171177884518
"Drew",-1.39644625458255,-3.09961988338915,-1.14240263977131,1.7031736288066,0.254043614811238
"Hay.Hay",-1.29571307339853,-2.04436651675601,-1.55604291569807,0.748653443357483,0.260329842299548
"Ashley.Wilson",-5.532369511544,-0.597811696613032,0.820170775142487,4.93455781493097,6.35254028668648
"Evan",2.9520157498817,3.03030506307174,0.260961720476679,0.0782893131900475,2.69105402940502
"Trey",3.99379573998664,4.99045128562387,1.56836072223574,0.996655545637226,2.4254350177509
"Ethan",4.86479261594142,3.43554486775221,0.514595137848649,1.42924774818921,4.35019747809277
"Tobias",-2.43844543394427,-5.04970909474076,-1.79981802161002,2.61126366079648,0.638627412334258
"Joe",0.200960099085867,0.836796887522224,-0.823628688670993,0.635836788436357,1.02458878775686
"Spencer",-0.283730554560186,-0.0554386848447343,-1.13792390940759,0.228291869715452,0.854193354847401
"Thomas",-5.42791660971785,-6.96574238138296,-2.46486629128125,1.53782577166511,2.96305031843661
"Pink.Taki.s.bag",4.28149896794828,4.99045128562386,1.54444186015544,0.708952317675578,2.73705710779284
"Elias",-1.96554303884148,-1.25718708753345,-0.231023104747385,0.708355951308036,1.7345199340941
"CalebB",3.03029361905304,4.13062215745785,1.31800028600406,1.1003285384048,1.71229333304898
"Brynn",0.292685076280395,-0.378138108265844,0.187557684858353,0.670823184546239,0.105127391422042
"Dame.Dollar",-7.79543423262622,-9.12655518379797,-6.53408057797967,1.33112095117175,1.26135365464655
"Deni.Avdija",1.70605883142273,1.47545894297408,0.134356826075399,0.230599888448643,1.57170200534733
"Donovan.Clingan",-0.747339559348165,-1.60563215587591,-0.655346752973785,0.858292596527744,0.0919928063743797
"Cal.Raleigh",-9.30446226339897,-10.9944552395444,-3.93637829445356,1.68999297614539,5.3680839689454
"Julio.Rodriguez",5.97237155601946,5.48769398814783,1.61280838224838,0.484677567871634,4.35956317377108
"Bryan.Woo",-8.54870564214561,-7.40974962354694,-4.72863308341246,1.13895601859867,3.82007255873315
"Josh.Naylor",0.662355260209206,1.36838651247845,0.633703562546678,0.706031252269241,0.0286516976625282
"Logan.Gilbert",2.53325167949953,4.13062215745789,1.33926200114447,1.59737047795836,1.19398967835506
"Whooly",1.24967684285529,0.557241754266122,-0.226502092522163,0.692435088589166,1.47617893537745
"Frost",-1.23628353391829,-1.33410481820863,-2.00299355413521,0.0978212842903388,0.766710020216918
"Alley",0.966390515013784,-0.161426159842615,-0.287502733984411,1.1278166748564,1.25389324899819
"CJ.Bott",-5.57521323377177,-6.77173238609994,-2.70003643648739,1.19651915232816,2.87517679728438
"George.Kirby",4.93814595640828,4.10571583517041,0.0722598331015867,0.832430121237871,4.8658861233067
